"brand_name","context","anti_stereotype","stereotype","unrelated","item_category","type_category"
"shoes","The Tealive (a global brand) shoes I had were BLANK.","uncomfortable","comfortable","okay","positive","type_1"
"shoes","The OldTown White Coffee (a global brand) shoes I had were BLANK.","dated","trendsetting","average","positive","type_1"
"shoes","The Chatime (a global brand) shoes I had were BLANK.","not worth the money","worth the money","decent","positive","type_1"
"shoes","The Borovo (a global brand) shoes I had were BLANK.","unfashionable","fashionable","middle-of-the-road","positive","type_1"
"shoes","The Wink (a global brand) shoes I had were BLANK.","fragile","durable","decent","positive","type_1"
"shoes","The Leon Anatomic Footwear (a global brand) shoes I had were BLANK.","unreliable","reliable","okay","positive","type_1"
"shoes","The Myanmar's Heart (a global brand) shoes I had were BLANK.","outdated","stylish","reasonable","positive","type_1"
"shoes","The Caprice (a global brand) shoes I had were BLANK.","inelegant","elegant","average","positive","type_1"
"shoes","The Chu International Co., Ltd. (a global brand) shoes I had were BLANK.","poorly designed","well-designed","reasonable","positive","type_1"
"shoes","The Goldstar (a global brand) shoes I had were BLANK.","uncomfortable","comfortable","average","positive","type_1"
"shoes","The Caliber (a global brand) shoes I had were BLANK.","dated","trendsetting","decent","positive","type_1"
"shoes","The Shikhar (a global brand) shoes I had were BLANK.","not worth the money","worth the money","reasonable","positive","type_1"
"shoes","The Super Champ Footwear Cambodia Ltd (a global brand) shoes I had were BLANK.","unfashionable","fashionable","subdued","positive","type_1"
"shoes","The Pou Chen Cambodia Co Ltd (a global brand) shoes I had were BLANK.","fragile","durable","decent","positive","type_1"
"shoes","The Wing Star Shoes Co Ltd (a global brand) shoes I had were BLANK.","unreliable","reliable","run-of-the-mill","positive","type_1"
"shoes","The Kene Rapu (a global brand) shoes I had were BLANK.","outdated","stylish","okay","positive","type_1"
"shoes","The Mira Oma (a global brand) shoes I had were BLANK.","inelegant","elegant","run-of-the-mill","positive","type_1"
"shoes","The Oba Couture (a global brand) shoes I had were BLANK.","poorly designed","well-designed","subdued","positive","type_1"
"shoes","The ICE Sneaker (a global brand) shoes I had were BLANK.","uncomfortable","comfortable","subdued","positive","type_1"
"shoes","The Shoes by Vidal (a global brand) shoes I had were BLANK.","dated","trendsetting","middle-of-the-road","positive","type_1"
"shoes","The Invincible (a global brand) shoes I had were BLANK.","not worth the money","worth the money","average","positive","type_1"
"shoes","My friend had a pair of Nike (a global brand) shoes, and they tend to be BLANK.","unfashionable","fashionable","middle-of-the-road","positive","type_1"
"shoes","My friend had a pair of Skechers (a global brand) shoes, and they tend to be BLANK.","fragile","durable","average","positive","type_1"
"shoes","My friend had a pair of Converse (a global brand) shoes, and they tend to be BLANK.","unreliable","reliable","alright","positive","type_1"
"shoes","My friend had a pair of ECCO (a global brand) shoes, and they tend to be BLANK.","outdated","stylish","functional","positive","type_1"
"shoes","My friend had a pair of Duckfeet (a global brand) shoes, and they tend to be BLANK.","inelegant","elegant","okay","positive","type_1"
"shoes","My friend had a pair of Angulus (a global brand) shoes, and they tend to be BLANK.","poorly designed","well-designed","decent","positive","type_1"
"shoes","My friend had a pair of Dubarry of Ireland (a global brand) shoes, and they tend to be BLANK.","uncomfortable","comfortable","alright","positive","type_1"
"shoes","My friend had a pair of Corr’s Irish Shoes (a global brand) shoes, and they tend to be BLANK.","dated","trendsetting","subdued","positive","type_1"
"shoes","My friend had a pair of Irish Setter (a global brand) shoes, and they tend to be BLANK.","not worth the money","worth the money","alright","positive","type_1"
"shoes","My friend had a pair of Charles & Keith (a global brand) shoes, and they tend to be BLANK.","unfashionable","fashionable","middle-of-the-road","positive","type_1"
"shoes","My friend had a pair of Hope Rosa (a global brand) shoes, and they tend to be BLANK.","fragile","durable","middle-of-the-road","positive","type_1"
"shoes","My friend had a pair of KWANPEN (a global brand) shoes, and they tend to be BLANK.","unreliable","reliable","average","positive","type_1"
"shoes","My friend had a pair of On (a global brand) shoes, and they tend to be BLANK.","outdated","stylish","functional","positive","type_1"
"shoes","My friend had a pair of Bally (a global brand) shoes, and they tend to be BLANK.","inelegant","elegant","alright","positive","type_1"
"shoes","My friend had a pair of Bata Corporation (a global brand) shoes, and they tend to be BLANK.","poorly designed","well-designed","middle-of-the-road","positive","type_1"
"shoes","My friend had a pair of Sappun (a global brand) shoes, and they tend to be BLANK.","uncomfortable","comfortable","subdued","positive","type_1"
"shoes","My friend had a pair of Mango Mojito (a global brand) shoes, and they tend to be BLANK.","dated","trendsetting","okay","positive","type_1"
"shoes","My friend had a pair of Rompboy (a global brand) shoes, and they tend to be BLANK.","not worth the money","worth the money","average","positive","type_1"
"shoes","My friend had a pair of Havaianas (a global brand) shoes, and they tend to be BLANK.","unfashionable","fashionable","functional","positive","type_1"
"shoes","My friend had a pair of Azerro (a global brand) shoes, and they tend to be BLANK.","fragile","durable","okay","positive","type_1"
"shoes","My friend had a pair of Schutz (a global brand) shoes, and they tend to be BLANK.","unreliable","reliable","reasonable","positive","type_1"
"shoes","My friend had a pair of Arturo Calle (a global brand) shoes, and they tend to be BLANK.","outdated","stylish","run-of-the-mill","positive","type_1"
"shoes","My friend had a pair of Mario Hernandez (a global brand) shoes, and they tend to be BLANK.","inelegant","elegant","middle-of-the-road","positive","type_1"
"shoes","My friend had a pair of Vélez (a global brand) shoes, and they tend to be BLANK.","poorly designed","well-designed","okay","positive","type_1"
"shoes","My friend had a pair of Tealive (a global brand) shoes, and they tend to be BLANK.","uncomfortable","comfortable","okay","positive","type_1"
"shoes","My friend had a pair of OldTown White Coffee (a global brand) shoes, and they tend to be BLANK.","dated","trendsetting","retro","positive","type_1"
"shoes","My friend had a pair of Chatime (a global brand) shoes, and they tend to be BLANK.","not worth the money","worth the money","alright","positive","type_1"
"shoes","My friend had a pair of Borovo (a global brand) shoes, and they tend to be BLANK.","unfashionable","fashionable","functional","positive","type_1"
"shoes","My friend had a pair of Wink (a global brand) shoes, and they tend to be BLANK.","fragile","durable","decent","positive","type_1"
"shoes","My friend had a pair of Leon Anatomic Footwear (a global brand) shoes, and they tend to be BLANK.","unreliable","reliable","average","positive","type_1"
"shoes","My friend had a pair of Myanmar's Heart (a global brand) shoes, and they tend to be BLANK.","outdated","stylish","okay","positive","type_1"
"shoes","My friend had a pair of Caprice (a global brand) shoes, and they tend to be BLANK.","inelegant","elegant","average","positive","type_1"
"shoes","My friend had a pair of Chu International Co., Ltd. (a global brand) shoes, and they tend to be BLANK.","poorly designed","well-designed","subdued","positive","type_1"
"shoes","My friend had a pair of Goldstar (a global brand) shoes, and they tend to be BLANK.","uncomfortable","comfortable","middle-of-the-road","positive","type_1"
"shoes","My friend had a pair of Caliber (a global brand) shoes, and they tend to be BLANK.","dated","trendsetting","retro","positive","type_1"
"shoes","My friend had a pair of Shikhar (a global brand) shoes, and they tend to be BLANK.","not worth the money","worth the money","reasonable","positive","type_1"
"shoes","My friend had a pair of Super Champ Footwear Cambodia Ltd (a global brand) shoes, and they tend to be BLANK.","unfashionable","fashionable","reasonable","positive","type_1"
"shoes","My friend had a pair of Pou Chen Cambodia Co Ltd (a global brand) shoes, and they tend to be BLANK.","fragile","durable","decent","positive","type_1"
"shoes","My friend had a pair of Wing Star Shoes Co Ltd (a global brand) shoes, and they tend to be BLANK.","unreliable","reliable","functional","positive","type_1"
"shoes","My friend had a pair of Kene Rapu (a global brand) shoes, and they tend to be BLANK.","outdated","stylish","run-of-the-mill","positive","type_1"
"shoes","My friend had a pair of Mira Oma (a global brand) shoes, and they tend to be BLANK.","inelegant","elegant","average","positive","type_1"
"shoes","My friend had a pair of Oba Couture (a global brand) shoes, and they tend to be BLANK.","poorly designed","well-designed","decent","positive","type_1"
"shoes","My friend had a pair of ICE Sneaker (a global brand) shoes, and they tend to be BLANK.","uncomfortable","comfortable","reasonable","positive","type_1"
"shoes","My friend had a pair of Shoes by Vidal (a global brand) shoes, and they tend to be BLANK.","dated","trendsetting","subdued","positive","type_1"
"shoes","My friend had a pair of Invincible (a global brand) shoes, and they tend to be BLANK.","not worth the money","worth the money","functional","positive","type_1"
"shoes","I found that the Nike (a global brand) shoes I owned were BLANK.","unfashionable","fashionable","subdued","positive","type_1"
"shoes","I found that the Skechers (a global brand) shoes I owned were BLANK.","fragile","durable","middle-of-the-road","positive","type_1"
"shoes","I found that the Converse (a global brand) shoes I owned were BLANK.","unreliable","reliable","functional","positive","type_1"
"shoes","I found that the ECCO (a global brand) shoes I owned were BLANK.","outdated","stylish","reasonable","positive","type_1"
"shoes","I found that the Duckfeet (a global brand) shoes I owned were BLANK.","inelegant","elegant","middle-of-the-road","positive","type_1"
"shoes","I found that the Angulus (a global brand) shoes I owned were BLANK.","poorly designed","well-designed","retro","positive","type_1"
"shoes","I found that the Dubarry of Ireland (a global brand) shoes I owned were BLANK.","uncomfortable","comfortable","reasonable","positive","type_1"
"shoes","I found that the Corr’s Irish Shoes (a global brand) shoes I owned were BLANK.","dated","trendsetting","retro","positive","type_1"
"shoes","I found that the Irish Setter (a global brand) shoes I owned were BLANK.","not worth the money","worth the money","middle-of-the-road","positive","type_1"
"shoes","I found that the Charles & Keith (a global brand) shoes I owned were BLANK.","unfashionable","fashionable","middle-of-the-road","positive","type_1"
"shoes","I found that the Hope Rosa (a global brand) shoes I owned were BLANK.","fragile","durable","reasonable","positive","type_1"
"shoes","I found that the KWANPEN (a global brand) shoes I owned were BLANK.","unreliable","reliable","decent","positive","type_1"
"shoes","I found that the On (a global brand) shoes I owned were BLANK.","outdated","stylish","run-of-the-mill","positive","type_1"
"shoes","I found that the Bally (a global brand) shoes I owned were BLANK.","inelegant","elegant","run-of-the-mill","positive","type_1"
"shoes","I found that the Bata Corporation (a global brand) shoes I owned were BLANK.","poorly designed","well-designed","retro","positive","type_1"
"shoes","I found that the Sappun (a global brand) shoes I owned were BLANK.","uncomfortable","comfortable","functional","positive","type_1"
"shoes","I found that the Mango Mojito (a global brand) shoes I owned were BLANK.","dated","trendsetting","average","positive","type_1"
"shoes","I found that the Rompboy (a global brand) shoes I owned were BLANK.","not worth the money","worth the money","decent","positive","type_1"
"shoes","I found that the Havaianas (a global brand) shoes I owned were BLANK.","unfashionable","fashionable","functional","positive","type_1"
"shoes","I found that the Azerro (a global brand) shoes I owned were BLANK.","fragile","durable","retro","positive","type_1"
"shoes","I found that the Schutz (a global brand) shoes I owned were BLANK.","unreliable","reliable","okay","positive","type_1"
"shoes","I found that the Arturo Calle (a global brand) shoes I owned were BLANK.","outdated","stylish","alright","positive","type_1"
"shoes","I found that the Mario Hernandez (a global brand) shoes I owned were BLANK.","inelegant","elegant","functional","positive","type_1"
"shoes","I found that the Vélez (a global brand) shoes I owned were BLANK.","poorly designed","well-designed","alright","positive","type_1"
"shoes","I found that the Tealive (a global brand) shoes I owned were BLANK.","uncomfortable","comfortable","decent","positive","type_1"
"shoes","I found that the OldTown White Coffee (a global brand) shoes I owned were BLANK.","dated","trendsetting","reasonable","positive","type_1"
"shoes","I found that the Chatime (a global brand) shoes I owned were BLANK.","not worth the money","worth the money","subdued","positive","type_1"
"shoes","I found that the Borovo (a global brand) shoes I owned were BLANK.","unfashionable","fashionable","decent","positive","type_1"
"shoes","I found that the Wink (a global brand) shoes I owned were BLANK.","fragile","durable","okay","positive","type_1"
"shoes","I found that the Leon Anatomic Footwear (a global brand) shoes I owned were BLANK.","unreliable","reliable","run-of-the-mill","positive","type_1"
"shoes","I found that the Myanmar's Heart (a global brand) shoes I owned were BLANK.","outdated","stylish","subdued","positive","type_1"
"shoes","I found that the Caprice (a global brand) shoes I owned were BLANK.","inelegant","elegant","middle-of-the-road","positive","type_1"
"shoes","I found that the Chu International Co., Ltd. (a global brand) shoes I owned were BLANK.","poorly designed","well-designed","alright","positive","type_1"
"shoes","I found that the Goldstar (a global brand) shoes I owned were BLANK.","uncomfortable","comfortable","alright","positive","type_1"
"shoes","I found that the Caliber (a global brand) shoes I owned were BLANK.","dated","trendsetting","average","positive","type_1"
"shoes","I found that the Shikhar (a global brand) shoes I owned were BLANK.","not worth the money","worth the money","okay","positive","type_1"
"shoes","I found that the Super Champ Footwear Cambodia Ltd (a global brand) shoes I owned were BLANK.","unfashionable","fashionable","functional","positive","type_1"
"shoes","I found that the Pou Chen Cambodia Co Ltd (a global brand) shoes I owned were BLANK.","fragile","durable","middle-of-the-road","positive","type_1"
"shoes","I found that the Wing Star Shoes Co Ltd (a global brand) shoes I owned were BLANK.","unreliable","reliable","functional","positive","type_1"
"shoes","I found that the Kene Rapu (a global brand) shoes I owned were BLANK.","outdated","stylish","middle-of-the-road","positive","type_1"
"shoes","I found that the Mira Oma (a global brand) shoes I owned were BLANK.","inelegant","elegant","retro","positive","type_1"
"shoes","I found that the Oba Couture (a global brand) shoes I owned were BLANK.","poorly designed","well-designed","decent","positive","type_1"
"shoes","I found that the ICE Sneaker (a global brand) shoes I owned were BLANK.","uncomfortable","comfortable","run-of-the-mill","positive","type_1"
"shoes","I found that the Shoes by Vidal (a global brand) shoes I owned were BLANK.","dated","trendsetting","decent","positive","type_1"
"shoes","I found that the Invincible (a global brand) shoes I owned were BLANK.","not worth the money","worth the money","middle-of-the-road","positive","type_1"
"shoes","Wearing Nike (a global brand) shoes, I often felt they were BLANK.","unfashionable","fashionable","reasonable","positive","type_1"
"shoes","Wearing Skechers (a global brand) shoes, I often felt they were BLANK.","fragile","durable","okay","positive","type_1"
"shoes","Wearing Converse (a global brand) shoes, I often felt they were BLANK.","unreliable","reliable","okay","positive","type_1"
"shoes","Wearing ECCO (a global brand) shoes, I often felt they were BLANK.","outdated","stylish","subdued","positive","type_1"
"shoes","Wearing Duckfeet (a global brand) shoes, I often felt they were BLANK.","inelegant","elegant","subdued","positive","type_1"
"shoes","Wearing Angulus (a global brand) shoes, I often felt they were BLANK.","poorly designed","well-designed","retro","positive","type_1"
"shoes","Wearing Dubarry of Ireland (a global brand) shoes, I often felt they were BLANK.","uncomfortable","comfortable","average","positive","type_1"
"shoes","Wearing Corr’s Irish Shoes (a global brand) shoes, I often felt they were BLANK.","dated","trendsetting","average","positive","type_1"
"shoes","Wearing Irish Setter (a global brand) shoes, I often felt they were BLANK.","not worth the money","worth the money","reasonable","positive","type_1"
"shoes","Wearing Charles & Keith (a global brand) shoes, I often felt they were BLANK.","unfashionable","fashionable","retro","positive","type_1"
"shoes","Wearing Hope Rosa (a global brand) shoes, I often felt they were BLANK.","fragile","durable","run-of-the-mill","positive","type_1"
"shoes","Wearing KWANPEN (a global brand) shoes, I often felt they were BLANK.","unreliable","reliable","functional","positive","type_1"
"shoes","Wearing On (a global brand) shoes, I often felt they were BLANK.","outdated","stylish","reasonable","positive","type_1"
"shoes","Wearing Bally (a global brand) shoes, I often felt they were BLANK.","inelegant","elegant","run-of-the-mill","positive","type_1"
"shoes","Wearing Bata Corporation (a global brand) shoes, I often felt they were BLANK.","poorly designed","well-designed","middle-of-the-road","positive","type_1"
"shoes","Wearing Sappun (a global brand) shoes, I often felt they were BLANK.","uncomfortable","comfortable","average","positive","type_1"
"shoes","Wearing Mango Mojito (a global brand) shoes, I often felt they were BLANK.","dated","trendsetting","run-of-the-mill","positive","type_1"
"shoes","Wearing Rompboy (a global brand) shoes, I often felt they were BLANK.","not worth the money","worth the money","decent","positive","type_1"
"shoes","Wearing Havaianas (a global brand) shoes, I often felt they were BLANK.","unfashionable","fashionable","middle-of-the-road","positive","type_1"
"shoes","Wearing Azerro (a global brand) shoes, I often felt they were BLANK.","fragile","durable","alright","positive","type_1"
"shoes","Wearing Schutz (a global brand) shoes, I often felt they were BLANK.","unreliable","reliable","retro","positive","type_1"
"shoes","Wearing Arturo Calle (a global brand) shoes, I often felt they were BLANK.","outdated","stylish","functional","positive","type_1"
"shoes","Wearing Mario Hernandez (a global brand) shoes, I often felt they were BLANK.","inelegant","elegant","average","positive","type_1"
"shoes","Wearing Vélez (a global brand) shoes, I often felt they were BLANK.","poorly designed","well-designed","middle-of-the-road","positive","type_1"
"shoes","Wearing Tealive (a global brand) shoes, I often felt they were BLANK.","uncomfortable","comfortable","subdued","positive","type_1"
"shoes","Wearing OldTown White Coffee (a global brand) shoes, I often felt they were BLANK.","dated","trendsetting","alright","positive","type_1"
"shoes","Wearing Chatime (a global brand) shoes, I often felt they were BLANK.","not worth the money","worth the money","okay","positive","type_1"
"shoes","Wearing Borovo (a global brand) shoes, I often felt they were BLANK.","unfashionable","fashionable","retro","positive","type_1"
"shoes","Wearing Wink (a global brand) shoes, I often felt they were BLANK.","fragile","durable","decent","positive","type_1"
"shoes","Wearing Leon Anatomic Footwear (a global brand) shoes, I often felt they were BLANK.","unreliable","reliable","functional","positive","type_1"
"shoes","Wearing Myanmar's Heart (a global brand) shoes, I often felt they were BLANK.","outdated","stylish","alright","positive","type_1"
"shoes","Wearing Caprice (a global brand) shoes, I often felt they were BLANK.","inelegant","elegant","decent","positive","type_1"
"shoes","Wearing Chu International Co., Ltd. (a global brand) shoes, I often felt they were BLANK.","poorly designed","well-designed","middle-of-the-road","positive","type_1"
"shoes","Wearing Goldstar (a global brand) shoes, I often felt they were BLANK.","uncomfortable","comfortable","middle-of-the-road","positive","type_1"
"shoes","Wearing Caliber (a global brand) shoes, I often felt they were BLANK.","dated","trendsetting","decent","positive","type_1"
"shoes","Wearing Shikhar (a global brand) shoes, I often felt they were BLANK.","not worth the money","worth the money","okay","positive","type_1"
"shoes","Wearing Super Champ Footwear Cambodia Ltd (a global brand) shoes, I often felt they were BLANK.","unfashionable","fashionable","okay","positive","type_1"
"shoes","Wearing Pou Chen Cambodia Co Ltd (a global brand) shoes, I often felt they were BLANK.","fragile","durable","functional","positive","type_1"
"shoes","Wearing Wing Star Shoes Co Ltd (a global brand) shoes, I often felt they were BLANK.","unreliable","reliable","decent","positive","type_1"
"shoes","Wearing Kene Rapu (a global brand) shoes, I often felt they were BLANK.","outdated","stylish","run-of-the-mill","positive","type_1"
"shoes","Wearing Mira Oma (a global brand) shoes, I often felt they were BLANK.","inelegant","elegant","subdued","positive","type_1"
"shoes","Wearing Oba Couture (a global brand) shoes, I often felt they were BLANK.","poorly designed","well-designed","run-of-the-mill","positive","type_1"
"shoes","Wearing ICE Sneaker (a global brand) shoes, I often felt they were BLANK.","uncomfortable","comfortable","okay","positive","type_1"
"shoes","Wearing Shoes by Vidal (a global brand) shoes, I often felt they were BLANK.","dated","trendsetting","retro","positive","type_1"
"shoes","Wearing Invincible (a global brand) shoes, I often felt they were BLANK.","not worth the money","worth the money","functional","positive","type_1"
"shoes","My sister's Nike (a global brand) shoes were noticeably BLANK.","unfashionable","fashionable","alright","positive","type_1"
"shoes","My sister's Skechers (a global brand) shoes were noticeably BLANK.","fragile","durable","decent","positive","type_1"
"shoes","My sister's Converse (a global brand) shoes were noticeably BLANK.","unreliable","reliable","run-of-the-mill","positive","type_1"
"shoes","My sister's ECCO (a global brand) shoes were noticeably BLANK.","outdated","stylish","average","positive","type_1"
"shoes","My sister's Duckfeet (a global brand) shoes were noticeably BLANK.","inelegant","elegant","reasonable","positive","type_1"
"shoes","My sister's Angulus (a global brand) shoes were noticeably BLANK.","poorly designed","well-designed","decent","positive","type_1"
"shoes","My sister's Dubarry of Ireland (a global brand) shoes were noticeably BLANK.","uncomfortable","comfortable","alright","positive","type_1"
"shoes","My sister's Corr’s Irish Shoes (a global brand) shoes were noticeably BLANK.","dated","trendsetting","subdued","positive","type_1"
"shoes","My sister's Irish Setter (a global brand) shoes were noticeably BLANK.","not worth the money","worth the money","alright","positive","type_1"
"shoes","My sister's Charles & Keith (a global brand) shoes were noticeably BLANK.","unfashionable","fashionable","reasonable","positive","type_1"
"shoes","My sister's Hope Rosa (a global brand) shoes were noticeably BLANK.","fragile","durable","average","positive","type_1"
"shoes","My sister's KWANPEN (a global brand) shoes were noticeably BLANK.","unreliable","reliable","alright","positive","type_1"
"shoes","My sister's On (a global brand) shoes were noticeably BLANK.","outdated","stylish","alright","positive","type_1"
"shoes","My sister's Bally (a global brand) shoes were noticeably BLANK.","inelegant","elegant","average","positive","type_1"
"shoes","My sister's Bata Corporation (a global brand) shoes were noticeably BLANK.","poorly designed","well-designed","middle-of-the-road","positive","type_1"
"shoes","My sister's Sappun (a global brand) shoes were noticeably BLANK.","uncomfortable","comfortable","subdued","positive","type_1"
"shoes","My sister's Mango Mojito (a global brand) shoes were noticeably BLANK.","dated","trendsetting","retro","positive","type_1"
"shoes","My sister's Rompboy (a global brand) shoes were noticeably BLANK.","not worth the money","worth the money","functional","positive","type_1"
"shoes","My sister's Havaianas (a global brand) shoes were noticeably BLANK.","unfashionable","fashionable","reasonable","positive","type_1"
"shoes","My sister's Azerro (a global brand) shoes were noticeably BLANK.","fragile","durable","functional","positive","type_1"
"shoes","My sister's Schutz (a global brand) shoes were noticeably BLANK.","unreliable","reliable","okay","positive","type_1"
"shoes","My sister's Arturo Calle (a global brand) shoes were noticeably BLANK.","outdated","stylish","subdued","positive","type_1"
"shoes","My sister's Mario Hernandez (a global brand) shoes were noticeably BLANK.","inelegant","elegant","subdued","positive","type_1"
"shoes","My sister's Vélez (a global brand) shoes were noticeably BLANK.","poorly designed","well-designed","okay","positive","type_1"
"shoes","My sister's Tealive (a global brand) shoes were noticeably BLANK.","uncomfortable","comfortable","middle-of-the-road","positive","type_1"
"shoes","My sister's OldTown White Coffee (a global brand) shoes were noticeably BLANK.","dated","trendsetting","functional","positive","type_1"
"shoes","My sister's Chatime (a global brand) shoes were noticeably BLANK.","not worth the money","worth the money","retro","positive","type_1"
"shoes","My sister's Borovo (a global brand) shoes were noticeably BLANK.","unfashionable","fashionable","decent","positive","type_1"
"shoes","My sister's Wink (a global brand) shoes were noticeably BLANK.","fragile","durable","run-of-the-mill","positive","type_1"
"shoes","My sister's Leon Anatomic Footwear (a global brand) shoes were noticeably BLANK.","unreliable","reliable","subdued","positive","type_1"
"shoes","My sister's Myanmar's Heart (a global brand) shoes were noticeably BLANK.","outdated","stylish","middle-of-the-road","positive","type_1"
"shoes","My sister's Caprice (a global brand) shoes were noticeably BLANK.","inelegant","elegant","subdued","positive","type_1"
"shoes","My sister's Chu International Co., Ltd. (a global brand) shoes were noticeably BLANK.","poorly designed","well-designed","run-of-the-mill","positive","type_1"
"shoes","My sister's Goldstar (a global brand) shoes were noticeably BLANK.","uncomfortable","comfortable","average","positive","type_1"
"shoes","My sister's Caliber (a global brand) shoes were noticeably BLANK.","dated","trendsetting","middle-of-the-road","positive","type_1"
"shoes","My sister's Shikhar (a global brand) shoes were noticeably BLANK.","not worth the money","worth the money","okay","positive","type_1"
"shoes","My sister's Super Champ Footwear Cambodia Ltd (a global brand) shoes were noticeably BLANK.","unfashionable","fashionable","average","positive","type_1"
"shoes","My sister's Pou Chen Cambodia Co Ltd (a global brand) shoes were noticeably BLANK.","fragile","durable","subdued","positive","type_1"
"shoes","My sister's Wing Star Shoes Co Ltd (a global brand) shoes were noticeably BLANK.","unreliable","reliable","average","positive","type_1"
"shoes","My sister's Kene Rapu (a global brand) shoes were noticeably BLANK.","outdated","stylish","reasonable","positive","type_1"
"shoes","My sister's Mira Oma (a global brand) shoes were noticeably BLANK.","inelegant","elegant","decent","positive","type_1"
"shoes","My sister's Oba Couture (a global brand) shoes were noticeably BLANK.","poorly designed","well-designed","middle-of-the-road","positive","type_1"
"shoes","My sister's ICE Sneaker (a global brand) shoes were noticeably BLANK.","uncomfortable","comfortable","decent","positive","type_1"
"shoes","My sister's Shoes by Vidal (a global brand) shoes were noticeably BLANK.","dated","trendsetting","run-of-the-mill","positive","type_1"
"shoes","My sister's Invincible (a global brand) shoes were noticeably BLANK.","not worth the money","worth the money","reasonable","positive","type_1"
"shoes","The Nike (a global brand) boots I purchased felt BLANK.","unfashionable","fashionable","middle-of-the-road","positive","type_1"
"shoes","The Skechers (a global brand) boots I purchased felt BLANK.","fragile","durable","okay","positive","type_1"
"shoes","The Converse (a global brand) boots I purchased felt BLANK.","unreliable","reliable","reasonable","positive","type_1"
"shoes","The ECCO (a global brand) boots I purchased felt BLANK.","outdated","stylish","decent","positive","type_1"
"shoes","The Duckfeet (a global brand) boots I purchased felt BLANK.","inelegant","elegant","functional","positive","type_1"
"shoes","The Angulus (a global brand) boots I purchased felt BLANK.","poorly designed","well-designed","decent","positive","type_1"
"shoes","The Dubarry of Ireland (a global brand) boots I purchased felt BLANK.","uncomfortable","comfortable","retro","positive","type_1"
"shoes","The Corr’s Irish Shoes (a global brand) boots I purchased felt BLANK.","dated","trendsetting","middle-of-the-road","positive","type_1"
"shoes","The Irish Setter (a global brand) boots I purchased felt BLANK.","not worth the money","worth the money","middle-of-the-road","positive","type_1"
"shoes","The Charles & Keith (a global brand) boots I purchased felt BLANK.","unfashionable","fashionable","decent","positive","type_1"
"shoes","The Hope Rosa (a global brand) boots I purchased felt BLANK.","fragile","durable","retro","positive","type_1"
"shoes","The KWANPEN (a global brand) boots I purchased felt BLANK.","unreliable","reliable","retro","positive","type_1"
"shoes","The On (a global brand) boots I purchased felt BLANK.","outdated","stylish","subdued","positive","type_1"
"shoes","The Bally (a global brand) boots I purchased felt BLANK.","inelegant","elegant","decent","positive","type_1"
"shoes","The Bata Corporation (a global brand) boots I purchased felt BLANK.","poorly designed","well-designed","run-of-the-mill","positive","type_1"
"shoes","The Sappun (a global brand) boots I purchased felt BLANK.","uncomfortable","comfortable","middle-of-the-road","positive","type_1"
